"","hgnc","ensembl_gene_id","entrez","chromosome","start_position","end_position","strand"
"18355","BMPER","ENSG00000164619",168667,"7",33904308,34156427,"+"
"18356","105375228",NA,105375228,NA,NA,NA,NA
"18357","101928421",NA,101928421,NA,NA,NA,NA
"18358","107986734",NA,107986734,NA,NA,NA,NA
"18359","MATCAP2","ENSG00000164542",23366,"7",36324152,36390125,"-"
"18360","105375236",NA,105375236,NA,NA,NA,NA
"18361","TRGC1","ENSG00000211689",445347,"7",38257879,38265678,"-"
"18362","6966",NA,6966,NA,NA,NA,NA
"18363","6980",NA,6980,NA,NA,NA,NA
"18364","6979",NA,6979,NA,NA,NA,NA
"18365","6978",NA,6978,NA,NA,NA,NA
"18366","6977",NA,6977,NA,NA,NA,NA
"18367","6976",NA,6976,NA,NA,NA,NA
"18368","6974",NA,6974,NA,NA,NA,NA
"18369","6973",NA,6973,NA,NA,NA,NA
"18370","AMPH","ENSG00000078053",273,"7",38383704,38631420,"-"
"18371","POU6F2","ENSG00000106536",11281,"7",38977909,39493095,"+"
"18372","100689074",NA,100689074,NA,NA,NA,NA
"18373","YAE1-DT","ENSG00000227172",105375240,"7",39416177,39566373,"-"
"18374","107986785",NA,107986785,NA,NA,NA,NA
"18375","112267983",NA,112267983,NA,NA,NA,NA
"18376","SUGCT","ENSG00000175600",79783,"7",40135005,40860763,"+"
"18377","105375244",NA,105375244,NA,NA,NA,NA
"18378","INHBA-AS1","ENSG00000224116",285954,"7",41693884,41779388,"+"
"18379","GLI3","ENSG00000106571",2737,"7",41960949,42264100,"-"
"18380","102724946",NA,102724946,NA,NA,NA,NA
"18381","MIR6837","ENSG00000284067",102466985,"7",44051766,44051829,"+"
"18382","MIR6838","ENSG00000283969",102465504,"7",44073378,44073433,"-"
"18383","AEBP1","ENSG00000106624",165,"7",44104345,44114562,"+"
"18384","MYL7","ENSG00000106631",58498,"7",44138864,44141332,"-"
"18385","NPC1L1","ENSG00000015520",29881,"7",44512535,44541330,"-"
"18386","105375259","ENSG00000297670",105375259,"7",44795112,44796485,"-"
"18387","105375260",NA,105375260,NA,NA,NA,NA
"18388","SNORA9","ENSG00000277184",677798,"7",44985378,44985510,"-"
"18389","NACAD","ENSG00000136274",23148,"7",45080437,45088969,"-"
"18390","SNORA5A","ENSG00000206838",654319,"7",45104349,45104482,"-"
"18391","SNORA5C","ENSG00000201772",677796,"7",45104906,45105042,"-"
"18392","SNORA5B","ENSG00000200656",677795,"7",45105968,45106099,"-"
"18393","ADCY1","ENSG00000164742",107,"7",45574140,45723116,"+"
"18394","101929008",NA,101929008,NA,NA,NA,NA
"18395","730234",NA,730234,NA,NA,NA,NA
"18396","IGFBP3","ENSG00000146674",3486,"7",45912245,45921874,"-"
"18397","102723446","ENSG00000237471",102723446,"7",45940449,46000898,"+"
"18398","105375264",NA,105375264,NA,NA,NA,NA
"18399","LINC00525","ENSG00000146666",84847,"7",47761476,47766772,"+"
"18400","105375270",NA,105375270,NA,NA,NA,NA
"18401","SUN3","ENSG00000164744",256979,"7",47987148,48029119,"-"
"18402","105375271",NA,105375271,NA,NA,NA,NA
"18403","ABCA13","ENSG00000179869",154664,"7",48171458,48647497,"+"
"18404","CDC14C","ENSG00000218305",168448,"7",48924547,48927454,"+"
"18405","SPMIP7","ENSG00000164500",100130988,"7",50095883,50159256,"+"
"18406","COBL","ENSG00000106078",23242,"7",51016212,51316818,"-"
"18407","102723533",NA,102723533,NA,NA,NA,NA
"18408","105375277",NA,105375277,NA,NA,NA,NA
"18409","105375278",NA,105375278,NA,NA,NA,NA
"18410","SEC61G-DT","ENSG00000234707",100996654,"7",54759283,54814588,"+"
"18411","EGFR","ENSG00000146648",1956,"7",55019017,55211628,"+"
"18412","107986798",NA,107986798,NA,NA,NA,NA
"18413","105375287",NA,105375287,NA,NA,NA,NA
"18414","360132",NA,360132,NA,NA,NA,NA
"18415","101060341",NA,101060341,NA,NA,NA,NA
"18416","SNORA22B","ENSG00000206603",109616964,"7",56055365,56055502,"+"
"18417","SNORA15","ENSG00000207168",677803,"7",56060470,56060602,"+"
"18418","CHCHD2","ENSG00000106153",51142,"7",56094567,56106479,"-"
"18419","107986800",NA,107986800,NA,NA,NA,NA
"18420","ZNF680","ENSG00000173041",340252,"7",64519878,64563075,"-"
"18421","641746",NA,641746,NA,NA,NA,NA
"18422","ZNF107","ENSG00000196247",51427,"7",64666099,64711577,"+"
"18423","ZNF138","ENSG00000197008",7697,"7",64794388,64833681,"+"
"18424","ZNF273","ENSG00000198039",10793,"7",64870172,64930981,"+"
"18425","441239","ENSG00000189316",441239,"7",64888513,64890894,"-"
"18426","ZNF117","ENSG00000152926",109504726,"7",64970663,65006687,"-"
"18427","ZNF117.1","ENSG00000152926",51351,"7",64970663,65006687,"-"
"18428","ERV3-1","ENSG00000213462",2086,"7",64990356,65006743,"-"
"18429","SNORA15B-1","ENSG00000207062",109616962,"7",65070538,65070672,"+"
"18430","101929322",NA,101929322,NA,NA,NA,NA
"18431","SNORA15B-2","ENSG00000206785",109617022,"7",65760052,65760186,"+"
"18432","84214",NA,84214,NA,NA,NA,NA
"18433","105375336","ENSG00000296880",105375336,"7",65983119,66044512,"-"
"18434","101929580",NA,101929580,NA,NA,NA,NA
"18435","107983971",NA,107983971,NA,NA,NA,NA
"18436","101929736",NA,101929736,NA,NA,NA,NA
"18437","105375337",NA,105375337,NA,NA,NA,NA
"18438","AUTS2","ENSG00000158321",26053,"7",69598296,70793506,"+"
"18439","GALNT17","ENSG00000185274",64409,"7",71132144,71713600,"+"
"18440","CALN1","ENSG00000183166",83698,"7",71779491,72447151,"-"
"18441","441251",NA,441251,NA,NA,NA,NA
"18442","100101148",NA,100101148,NA,NA,NA,NA
"18443","SPDYE8","ENSG00000273520",728524,"7",73019719,73029766,"-"
"18444","SPDYE11","ENSG00000275976",100996746,"7",73047862,73057911,"-"
"18445","TRIM50","ENSG00000146755",135892,"7",73312536,73328082,"-"
"18446","FKBP6","ENSG00000077800",8468,"7",73328161,73358637,"+"
"18447","VPS37D","ENSG00000176428",155382,"7",73667831,73672112,"+"
"18448","105375350",NA,105375350,NA,NA,NA,NA
"18449","MIR4284","ENSG00000265724",100422948,"7",73711317,73711397,"+"
"18450","CLDN3","ENSG00000165215",1365,"7",73768997,73770270,"-"
"18451","CLDN4","ENSG00000189143",1364,"7",73799542,73832690,"+"
"18452","METTL27","ENSG00000165171",155368,"7",73834590,73842516,"-"
"18453","ELN","ENSG00000049540",2006,"7",74027789,74069907,"+"
"18454","ELN-AS1","ENSG00000232415",107986809,"7",74058905,74062308,"-"
"18455","MIR590","ENSG00000207741",693175,"7",74191198,74191294,"+"
"18456","107986742",NA,107986742,NA,NA,NA,NA
"18457","SPDYE13","ENSG00000286038",105180390,"7",75280790,75289501,"+"
"18458","SPDYE14","ENSG00000286137",641776,"7",75307376,75317429,"+"
"18459","SPDYE15","ENSG00000286014",105180391,"7",75335343,75345396,"+"
"18460","FKBP6P2","ENSG00000290834",541473,"7",75382632,75410274,"-"
"18461","TRIM73","ENSG00000178809",375593,"7",75395063,75410996,"+"
"18462","SPDYE5","ENSG00000170092",442590,"7",75492320,75504316,"+"
"18463","MIR4651","ENSG00000284334",100616270,"7",75915197,75915269,"+"
"18464","101927126",NA,101927126,NA,NA,NA,NA
"18465","SRRM3","ENSG00000177679",222183,"7",76201896,76287288,"+"
"18466","UPK3B","ENSG00000276184",105375355,"7",76510525,76516522,"+"
"18467","SPDYE16","ENSG00000281950",102723555,"7",76531313,76543297,"-"
"18468","105375356",NA,105375356,NA,NA,NA,NA
"18469","SPDYE17","ENSG00000186645",102723849,"7",77022306,77032361,"-"
"18470","641808",NA,641808,NA,NA,NA,NA
"18471","105375359",NA,105375359,NA,NA,NA,NA
"18472","102723791","ENSG00000305531",102723791,"7",77270325,77307010,"-"
"18473","107986714",NA,107986714,NA,NA,NA,NA
"18474","105375363",NA,105375363,NA,NA,NA,NA
"18475","105375368",NA,105375368,NA,NA,NA,NA
"18476","MAGI2","ENSG00000187391",9863,"7",78017055,79453667,"-"
"18477","MAGI2-AS3","ENSG00000234456",100505881,"7",79452845,79471217,"+"
"18478","CACNA2D1","ENSG00000153956",781,"7",81946444,82443956,"-"
"18479","SEMA3E","ENSG00000170381",9723,"7",83363238,83649139,"-"
"18480","105375378",NA,105375378,NA,NA,NA,NA
"18481","SEMA3A","ENSG00000075213",10371,"7",83955777,84492724,"-"
"18482","SEMA3D","ENSG00000153993",223117,"7",84995553,85187056,"-"
"18483","GRM3","ENSG00000198822",2913,"7",86643909,86864879,"+"
"18484","105375382",NA,105375382,NA,NA,NA,NA
"18485","112268008",NA,112268008,NA,NA,NA,NA
"18486","105375384",NA,105375384,NA,NA,NA,NA
"18487","RUNDC3B","ENSG00000105784",154661,"7",87627548,87832296,"+"
"18488","STEAP1","ENSG00000164647",26872,"7",90154456,90164829,"+"
"18489","STEAP2","ENSG00000157214",261729,"7",90167590,90238137,"+"
"18490","CFAP69","ENSG00000105792",79846,"7",90245174,90311063,"+"
"18491","112267985",NA,112267985,NA,NA,NA,NA
"18492","PTTG1IP2","ENSG00000251154",102723899,"7",90469639,90513397,"+"
"18493","LINC02932","ENSG00000243144",105375392,"7",91311368,91515427,"+"
"18494","112267986","ENSG00000287672",112267986,"7",91880777,91886490,"+"
"18495","CYP51A1-AS1","ENSG00000188693",613126,"7",92134563,92180725,"+"
"18496","ERVW-1","ENSG00000242950",30816,"7",92468380,92477986,"-"
"18497","112268009",NA,112268009,NA,NA,NA,NA
"18498","101927497",NA,101927497,NA,NA,NA,NA
"18499","HEPACAM2","ENSG00000188175",253012,"7",93188534,93226469,"-"
"18500","CALCR","ENSG00000004948",799,"7",93424486,93574730,"-"
"18501","105375400",NA,105375400,NA,NA,NA,NA
"18502","105375403",NA,105375403,NA,NA,NA,NA
"18503","107986820",NA,107986820,NA,NA,NA,NA
"18504","112267858",NA,112267858,NA,NA,NA,NA
"18505","107986821","ENSG00000285964",107986821,"7",94311133,94347063,"+"
"18506","101927525",NA,101927525,NA,NA,NA,NA
"18507","105375404",NA,105375404,NA,NA,NA,NA
"18508","SGCE","ENSG00000127990",8910,"7",94524204,94656572,"-"
"18509","PEG10","ENSG00000242265",23089,"7",94656325,94669695,"+"
"18510","PPP1R9A","ENSG00000158528",55607,"7",94907202,95296415,"+"
"18511","107986824",NA,107986824,NA,NA,NA,NA
"18512","107984034",NA,107984034,NA,NA,NA,NA
"18513","TAC1","ENSG00000006128",6863,"7",97732084,97740472,"+"
"18514","NPTX2","ENSG00000106236",4885,"7",98617285,98629869,"+"
"18515","TMEM130","ENSG00000166448",222865,"7",98846488,98870771,"-"
"18516","MIR3609","ENSG00000266019",100500819,"7",98881650,98881729,"+"
"18517","106633801",NA,106633801,NA,NA,NA,NA
"18518","KPNA7","ENSG00000284068",402569,"7",99173572,99250075,"-"
"18519","105375421","ENSG00000284523",105375421,"7",99252452,99325833,"-"
"18520","CYP3A7-CYP3A51P","ENSG00000282301",100861540,"7",99684957,99735102,"-"
"18521","CYP3A7","ENSG00000160870",1551,"7",99705036,99735196,"-"
"18522","105375423","ENSG00000286923",105375423,"7",99996783,100013734,"+"
"18523","MIR25","ENSG00000207547",407014,"7",100093560,100093643,"-"
"18524","MIR93","ENSG00000207757",407050,"7",100093768,100093847,"-"
"18525","GPC2","ENSG00000213420",221914,"7",100169606,100177381,"-"
"18526","107986828",NA,107986828,NA,NA,NA,NA
"18527","STAG3L5P-PVRIG2P-PILRB.1","ENSG00000272752",101735302,"7",100336079,100367831,"+"
"18528","MIR6840","ENSG00000284012",102466747,"7",100356651,100356721,"+"
"18529","SPACDR","ENSG00000185955",402573,"7",100456620,100464260,"-"
"18530","NYAP1","ENSG00000166924",222950,"7",100483927,100494802,"+"
"18531","FBXO24","ENSG00000106336",26261,"7",100583982,100601117,"+"
"18532","PCOLCE-AS1","ENSG00000224729",100129845,"7",100589402,100605782,"-"
"18533","TFR2","ENSG00000106327",7036,"7",100620416,100642779,"-"
"18534","EPHB4","ENSG00000196411",2050,"7",100802565,100827523,"-"
"18535","SLC12A9-AS1","ENSG00000236305",105375430,"7",100830413,100852645,"-"
"18536","107986830",NA,107986830,NA,NA,NA,NA
"18537","MIR6875","ENSG00000283821",102466755,"7",100868036,100868107,"+"
"18538","MUC12","ENSG00000205277",10071,"7",100969565,101018939,"+"
"18539","MUC12-AS1","ENSG00000227053",102724094,"7",101014316,101064328,"-"
"18540","MIR4653","ENSG00000264425",100616117,"7",101159473,101159555,"+"
"18541","101927746",NA,101927746,NA,NA,NA,NA
"18542","107986832",NA,107986832,NA,NA,NA,NA
"18543","107986717",NA,107986717,NA,NA,NA,NA
"18544","LRRC17","ENSG00000128606",10234,"7",102913000,102945111,"+"
"18545","100129424",NA,100129424,NA,NA,NA,NA
"18546","105375434",NA,105375434,NA,NA,NA,NA
"18547","DPY19L2P2","ENSG00000290518",349152,"7",103175013,103281293,"-"
"18548","100216545",NA,100216545,NA,NA,NA,NA
"18549","CDHR3","ENSG00000128536",222256,"7",105876796,106036432,"+"
"18550","CTB-30L5.1","ENSG00000267052",102724339,"7",106569876,106598908,"-"
"18551","105375440","ENSG00000286013",105375440,"7",106624041,106650267,"+"
"18552","GPR22","ENSG00000283812",2845,"7",107470018,107475684,"+"
"18553","105375443",NA,105375443,NA,NA,NA,NA
"18554","286002",NA,286002,NA,NA,NA,NA
"18555","SLC26A4","ENSG00000091137",5172,"7",107660828,107717809,"+"
"18556","105375456",NA,105375456,NA,NA,NA,NA
"18557","105375457",NA,105375457,NA,NA,NA,NA
"18558","FOXP2","ENSG00000128573",93986,"7",114086327,114693772,"+"
"18559","LINC01393","ENSG00000225535",102724386,"7",115030564,115126314,"+"
"18560","CAV2","ENSG00000105971",858,"7",116287380,116508541,"+"
"18561","CAV1","ENSG00000105974",857,"7",116524994,116561179,"+"
"18562","MET","ENSG00000105976",4233,"7",116672196,116798377,"+"
"18563","ST7-OT4","ENSG00000214188",338069,"7",116953899,117098806,"+"
"18564","WNT2","ENSG00000105989",7472,"7",117275451,117323152,"-"
"18565","105375467",NA,105375467,NA,NA,NA,NA
"18566","CFTR","ENSG00000001626",1080,"7",117287120,117715971,"+"
"18567","105375469",NA,105375469,NA,NA,NA,NA
"18568","105375470",NA,105375470,NA,NA,NA,NA
"18569","TSPAN12","ENSG00000106025",23554,"7",120787320,120858402,"-"
"18570","WNT16","ENSG00000002745",51384,"7",121325367,121341104,"+"
"18571","105375478",NA,105375478,NA,NA,NA,NA
"18572","AASS","ENSG00000008311",10157,"7",122064583,122144308,"-"
"18573","CADPS2","ENSG00000081803",93664,"7",122318411,122886759,"-"
"18574","IQUB","ENSG00000164675",154865,"7",123452193,123535077,"-"
"18575","HYAL4","ENSG00000106302",23553,"7",123828983,123877481,"+"
"18576","102724577",NA,102724577,NA,NA,NA,NA
"18577","GPR37","ENSG00000170775",2861,"7",124743885,124765792,"-"
"18578","POT1-AS1","ENSG00000224897",401398,"7",124929862,125482966,"+"
"18579","POT1-AS1.1","ENSG00000224897",101928283,"7",124929862,125482966,"+"
"18580","GRM8","ENSG00000179603",2918,"7",126438598,127253093,"-"
"18581","105375492",NA,105375492,NA,NA,NA,NA
"18582","SND1-IT1","ENSG00000279078",27099,"7",127997597,128000077,"+"
"18583","105375493",NA,105375493,NA,NA,NA,NA
"18584","PRRT4","ENSG00000224940",401399,"7",128350325,128361690,"-"
"18585","102724660",NA,102724660,NA,NA,NA,NA
"18586","GARIN1B","ENSG00000135248",84691,"7",128709061,128731743,"+"
"18587","OPN1SW","ENSG00000128617",611,"7",128772485,128775794,"-"
"18588","FLNC-AS1","ENSG00000242902",110806300,"7",128850162,128862626,"-"
"18589","105375497",NA,105375497,NA,NA,NA,NA
"18590","407835",NA,407835,NA,NA,NA,NA
"18591","105375500",NA,105375500,NA,NA,NA,NA
"18592","107986847",NA,107986847,NA,NA,NA,NA
"18593","107986848",NA,107986848,NA,NA,NA,NA
"18594","SSMEM1","ENSG00000165120",136263,"7",130206344,130216844,"+"
"18595","CPA4","ENSG00000128510",51200,"7",130293134,130324180,"+"
"18596","TSGA13","ENSG00000213265",114960,"7",130668643,130687432,"-"
"18597","PLXNA4","ENSG00000221866",91584,"7",132123340,132648688,"-"
"18598","105375513",NA,105375513,NA,NA,NA,NA
"18599","105375514",NA,105375514,NA,NA,NA,NA
"18600","LRGUK","ENSG00000155530",136332,"7",134127299,134264595,"+"
"18601","LINC03060","ENSG00000273297",105375519,"7",134368737,134432598,"-"
"18602","AKR1B10","ENSG00000198074",57016,"7",134527567,134541412,"+"
"18603","CALD1","ENSG00000122786",800,"7",134744252,134970729,"+"
"18604","AGBL3","ENSG00000146856",340351,"7",134986508,135147963,"+"
"18605","SLC13A4","ENSG00000164707",26266,"7",135681231,135729258,"-"
"18606","105375521",NA,105375521,NA,NA,NA,NA
"18607","PTN","ENSG00000105894",5764,"7",137227341,137343774,"-"
"18608","AKR1D1","ENSG00000122787",6718,"7",138002324,138118305,"+"
"18609","SVOPL","ENSG00000157703",136306,"7",138594285,138701362,"-"
"18610","KIAA1549","ENSG00000122778",57670,"7",138831381,138981389,"-"
"18611","107986852",NA,107986852,NA,NA,NA,NA
"18612","KLRG2","ENSG00000188883",346689,"7",139452690,139483673,"-"
"18613","CLEC2L","ENSG00000236279",154790,"7",139523685,139544985,"+"
"18614","107986854","ENSG00000307342",107986854,"7",140230904,140257968,"+"
"18615","105375534",NA,105375534,NA,NA,NA,NA
"18616","DENND2A","ENSG00000146966",27147,"7",140518420,140673993,"-"
"18617","WEE2","ENSG00000263042",494551,"7",141708353,141731271,"+"
"18618","TAS2R4","ENSG00000127364",50832,"7",141776674,141781691,"+"
"18619","TAS2R5","ENSG00000127366",54429,"7",141790217,141791367,"+"
"18620","OR9A4","ENSG00000258083",130075,"7",141916399,141920625,"+"
"18621","28595",NA,28595,NA,NA,NA,NA
"18622","28587",NA,28587,NA,NA,NA,NA
"18623","TRPV6","ENSG00000165125",55503,"7",142871208,142885745,"-"
"18624","KEL","ENSG00000197993",3792,"7",142941114,142962363,"-"
"18625","105375546",NA,105375546,NA,NA,NA,NA
"18626","TMEM139","ENSG00000178826",135932,"7",143279957,143288048,"+"
"18627","CLCN1","ENSG00000188037",1180,"7",143316111,143352083,"+"
"18628","MIR6892","ENSG00000285487",102465538,"7",143382686,143382800,"+"
"18629","EPHA1-AS1","ENSG00000285468",285965,"7",143407562,143523449,"+"
"18630","TAS2R60","ENSG00000285341",338398,"7",143443453,143444409,"+"
"18631","105375547",NA,105375547,NA,NA,NA,NA
"18632","392133",NA,392133,NA,NA,NA,NA
"18633","CTAGE15","ENSG00000285172",441294,"7",143571801,143574387,"+"
"18634","101928466","ENSG00000309129",101928466,"7",143836706,143872919,"+"
"18635","CTAGE6","ENSG00000285123",340307,"7",143755089,143757696,"-"
"18636","653691",NA,653691,NA,NA,NA,NA
"18637","154761","ENSG00000293530",154761,"7",143721659,143837377,"-"
"18638","112267988",NA,112267988,NA,NA,NA,NA
"18639","105375549",NA,105375549,NA,NA,NA,NA
"18640","CTAGE4","ENSG00000288370",100128553,"7",144183466,144186080,"+"
"18641","101928605",NA,101928605,NA,NA,NA,NA
"18642","OR2A42","ENSG00000284836",402317,"7",144228244,144239605,"-"
"18643","101928492",NA,101928492,NA,NA,NA,NA
"18644","OR2A20P","ENSG00000170356",401428,"7",144250671,144251603,"-"
"18645","OR2A7","ENSG00000284749",401427,"7",144257663,144264792,"-"
"18646","CTAGE8","ENSG00000288181",100142659,"7",144266674,144269288,"-"
"18647","441295",NA,441295,NA,NA,NA,NA
"18648","OR2A1","ENSG00000285105",346528,"7",144312419,144322737,"+"
"18649","CNTNAP2","ENSG00000174469",26047,"7",146116002,148420998,"+"
"18650","GHET1","ENSG00000281189",102723099,"7",148987527,148989432,"+"
"18651","107986856",NA,107986856,NA,NA,NA,NA
"18652","155060",NA,155060,NA,NA,NA,NA
"18653","23145",NA,23145,NA,NA,NA,NA
"18654","ACTR3C","ENSG00000106526",653857,"7",150243916,150323725,"-"
"18655","LRRC61","ENSG00000127399",65999,"7",150323263,150338156,"+"
"18656","113763",NA,113763,NA,NA,NA,NA
"18657","RARRES2","ENSG00000106538",5919,"7",150338317,150341662,"-"
"18658","ZNF775-AS1","ENSG00000239377",105375564,"7",150379844,150383977,"-"
"18659","KCNH2","ENSG00000055118",3757,"7",150944961,150978321,"-"
"18660","107986862",NA,107986862,NA,NA,NA,NA
"18661","100131176",NA,100131176,NA,NA,NA,NA
"18662","CRYGN","ENSG00000127377",155051,"7",151428832,151440813,"-"
"18663","731075",NA,731075,NA,NA,NA,NA
"18664","FABP5P3","ENSG00000293165",220832,"7",152435695,152443176,"+"
"18665","105375588",NA,105375588,NA,NA,NA,NA
"18666","EN2","ENSG00000164778",2020,"7",155458129,155464831,"+"
"18667","SHH","ENSG00000164690",6469,"7",155799980,155812463,"-"
"18668","101927858",NA,101927858,NA,NA,NA,NA
"18669","102723795",NA,102723795,NA,NA,NA,NA
"18670","MNX1","ENSG00000130675",3110,"7",156994051,157010663,"-"
"18671","PTPRN2","ENSG00000282185",5799,"7",157539056,158587823,"-"
"18672","105375615",NA,105375615,NA,NA,NA,NA
"18673","100506585",NA,100506585,NA,NA,NA,NA
"18674","105379752",NA,105379752,NA,NA,NA,NA
"18675","VIPR2","ENSG00000106018",7434,"7",159028175,159144867,"-"
"18676","644128",NA,644128,NA,NA,NA,NA
"18677","ZNF596","ENSG00000172748",169270,"8",232137,264703,"+"
"18678","FAM87A","ENSG00000182366",157693,"8",375931,384079,"-"
"18679","DLGAP2","ENSG00000282152",9228,"8",737628,1708476,"+"
"18680","KBTBD11","ENSG00000273645",9920,"8",1973677,2006936,"+"
"18681","MYOM2","ENSG00000274137",9172,"8",2045046,2165552,"+"
"18682","CSMD1","ENSG00000183117",64478,"8",2935353,4994972,"-"
"18683","ANGPT2","ENSG00000091879",285,"8",6499632,6563409,"-"
"18684","101928095","ENSG00000299322",101928095,"8",7113082,7228240,"-"
"18685","349196",NA,349196,NA,NA,NA,NA
"18686","100128890",NA,100128890,NA,NA,NA,NA
"18687","FAM66B","ENSG00000292278",100132103,"8",7263163,7355364,"-"
"18688","105379219",NA,105379219,NA,NA,NA,NA
"18689","105379227",NA,105379227,NA,NA,NA,NA
"18690","PPP1R3B-DT","ENSG00000285236",102724880,"8",9151669,9426716,"+"
"18691","112268021",NA,112268021,NA,NA,NA,NA
"18692","RP1L1","ENSG00000292297",94137,"8",10606349,10712187,"-"
"18693","102723313","ENSG00000285187",102723313,"8",10729302,10772910,"+"
